,disease.filename,disease.name,disease.summary
981,Systemic_carnitine_deficiency,Systemic primary carnitine deficiency ,"Systemic primary carnitine deficiency, (SPCD) also known as carnitine uptake defect, carnitine transporter deficiency (CTD) or systemic carnitine deficiency is an inborn error of fatty acid transport caused by a defect in the transporter responsible for moving carnitine across the plasma membrane. Carnitine is an important amino acid for fatty acid metabolism.[1] When carnitine cannot be transported into tissues, fatty acid oxidation is impaired, leading to a variety of symptoms such as chronic muscle weakness, cardiomyopathy, hypoglycemia and liver dysfunction. The specific transporter involved with SPCD is OCTN2, coded for by the SLC22A5 gene located on chromosome 5. SPCD is inherited in an autosomal recessive manner, with mutated alleles coming from both parents."
982,Takayasu_arteritis,Takayasu's arteritis ,"Takayasu's disease (also known as ""aortic arch syndrome"", ""nonspecific aortoarteritis"" and the ""pulseless disease""[1]:841) is a form of large vessel granulomatous vasculitis[2] with massive intimal fibrosis and vascular narrowing, affecting often young or middle-aged women of Asian descent. It mainly affects the aorta (the main blood vessel leaving the heart) and its branches, as well as the pulmonary arteries. Females are about 8–9 times more likely to be affected than males.[2][3] Those with the disease often notice symptoms between 15 and 30 years of age. In the Western world, atherosclerosis is a more frequent cause of obstruction of the aortic arch vessels than Takayasu's arteritis. Takayasu's arteritis is similar to other forms of vasculitis, including giant cell arteritis which typically affects older individuals.[2] Due to obstruction of the main branches of the aorta, including the left common carotid artery, the brachiocephalic artery, and the left subclavian artery, Takayasu's arteritis can present as pulseless upper extremities (arms, hands, and wrists with weak or absent pulses on the physical examination) which may be why it is also commonly referred to as the ""pulseless disease"". Involvement of renal arteries may lead to presentation as renovascular hypertension."
983,Tangier_disease,Tangier disease ,"Tangier disease (also known as Familial alpha-lipoprotein deficiency[1]:535) or Hypoalphalipoproteinemia is a rare inherited disorder characterized by a severe reduction in the amount of high density lipoprotein (HDL), often referred to as ""good cholesterol,"" in the bloodstream."
984,Tardive_dyskinesia,Tardive dyskinesia ,"Tardive dyskinesia /'t<U+0251>rd<U+0268>v <U+02CC>d<U+026A>sk<U+0268>'ni<U+02D0><U+0292><U+0259>/ is a difficult-to-treat and often incurable form of dyskinesia, a disorder resulting in involuntary, repetitive body movements. In this form of dyskinesia, the involuntary movements are tardive, meaning they have a slow or belated onset.[1] This neurological disorder most frequently occurs as the result of long-term or high-dose use of antipsychotic drugs,[Note 1] or in children and infants as a side effect from usage of drugs for gastrointestinal disorders.[Note 2][2]"
985,Taste_disorder,Dysgeusia ,"Dysgeusia (/d<U+026A>s'gju<U+02D0>zi<U+0259>/ dis-GEW-zee-<U+0259>) is a distortion of the sense of taste. Dysgeusia is also often associated with ageusia, which is the complete lack of taste, and hypogeusia, which is the decrease in taste sensitivity.[1] An alteration in taste or smell may be a secondary process in various disease states, or it may be the primary symptom. The distortion in the sense of taste is the only symptom, and diagnosis is usually complicated since the sense of taste is tied together with other sensory systems. Common causes of dysgeusia include chemotherapy, asthma treatment with albuterol, and zinc deficiency. Different drugs could also be responsible for altering taste and resulting in dysgeusia. Due to the variety of causes of dysgeusia, there are many possible treatments that are effective in alleviating or terminating the symptoms of dysgeusia. These include artificial saliva, pilocarpine, zinc supplementation, alterations in drug therapy, and alpha lipoic acid."
986,Tcell_lymphoma,T-cell lymphoma ,The T-cell lymphomas are four types of lymphoma that affect T cells. These account for about one in ten cases of non-Hodgkin lymphoma.[1]
987,Telangiectasia_hereditary_hemorrhagic,Hereditary hemorrhagic telangiectasia ,"Hereditary hemorrhagic telangiectasia (HHT), also known as Rendu–Osler–Weber disease, is an autosomal dominant genetic disorder that leads to abnormal blood vessel formation in the skin, mucous membranes, and often in organs such as the lungs, liver, and brain.[1][2]"
988,Teratoma,Teratoma ,3604 12952
989,Testes_neoplasm,Testicular cancer ,"Testicular cancer is cancer that develops in the testicles, a part of the male reproductive system."
990,Testotoxicosis,Familial male-limited precocious puberty ,"Familial male-limited precocious puberty, often abbreciated as FMPP, also known as familial sexual precocity or gonadotropin-independent testotoxicosis,[1] is a form of gonadotropin-independent precocious puberty in which boys experience early onset and progression of puberty.[2] Signs of puberty can develop as early as an age of 1 year."
991,Tetanus,Tetanus ,"Tetanus, also known as lockjaw, is an infection characterized by muscle spasms. In the most common type the spasms begin in the jaw and then progress to the rest of the body. These spasms usually last a few minutes each time and occur frequently for three to four weeks.[1] Spasms may be so severe that bone fractures may occur.[2] Other symptoms may include: fever, sweating, headache, trouble swallowing, high blood pressure, and a fast heart rate.[1][2] Onset of symptoms is typically three to twenty one days following infection. It may take months to recover. About 10% of those infected die.[1]"
992,Tethered_spinal_cord_disease,Tethered spinal cord syndrome ,Tethered cord syndrome (TCS) or occult spinal dysraphism sequence refers to a group of neurological disorders that relate to malformations of the spinal cord.[1] Various forms include:
993,Tetrasomy_X,"48, XXXX ","XXXX syndrome (also called tetrasomy X, quadruple X, or 48, XXXX) is a rare chromosomal disorder caused by the presence of four X chromosomes instead of two X chromosomes. This condition occurs only in females, as there are no Y chromosomes present. Tetrasomy X was first described in 1961, and since then approximately 100 cases have been reported worldwide. Approximately 60 females have been described in medical literature with this condition.[citation needed]"
994,Thalamic_syndrome,Dejerine–Roussy syndrome ,"Dejerine–Roussy syndrome or thalamic pain syndrome is a condition developed after a thalamic stroke, a stroke causing damage to the thalamus.[1][2]Ischemic strokes and hemorrhagic strokes can cause lesioning in the thalamus. The lesions, usually present in one hemisphere of the brain, most often cause an initial lack of sensation and tingling in the opposite side of the body. Weeks to months later, numbness can develop into severe and chronic pain that is not proportional to an environmental stimulus, called dysaesthesia or allodynia.[1] As initial stroke symptoms, numbness and tingling, dissipate, an imbalance in sensation causes these later syndromes, characterizing Dejerine–Roussy syndrome. Although some treatments exist, they are often expensive, chemically based, invasive, and only treat patients for some time before they need more treatment, called ""refractory treatment.""[2]"
995,Thrombocytopathy,Platelet ,"Platelets, also called ""thrombocytes"", are a component of blood whose function (along with the coagulation factors) is to stop bleeding by clumping and clogging blood vessel injuries. [1] Platelets have no cell nucleus: they are fragments of cytoplasm which are derived from the megakaryocytes[2] of the bone marrow, and then enter the circulation. These unactivated platelets are biconvex discoid (lens-shaped) structures,[3][4] 2–3 µm in greatest diameter.[5] Platelets are found only in mammals, whereas in other animals (e.g. birds, amphibians) thrombocytes circulate as intact mononuclear cells.[6]"
996,Thrombocytopenic_purpura_autoimmune,Idiopathic thrombocytopenic purpura ,"Idiopathic thrombocytopenic purpura (ITP), also known as primary immune thrombocytopenia, primary immune thrombocytopenic purpura or autoimmune thrombocytopenic purpura, is defined as isolated low platelet count (thrombocytopenia) with normal bone marrow and the absence of other causes of thrombocytopenia. It causes a characteristic purpuric rash and an increased tendency to bleed. Two distinct clinical syndromes manifest as an acute condition in children and a chronic condition in adults. The acute form often follows an infection and has a spontaneous resolution within 2 months. Chronic idiopathic thrombocytopenic purpura persists longer than 6 months with a specific cause being unknown."
